REGION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,FLOODS,ANNUAL_RAINFALL
region_614,744.19,1172.31,640.68,428.28,202.72,65.85,4.62,34.93,137.67,514.42,263.54,801.47,YES,5010.68
region_615,985.93,719.62,573.39,331.39,79.23,54.86,26.3,23.88,315.4,326.6,381.04,954.03,YES,4771.67
region_616,1123.95,710.67,557.7,505.27,106.3,37.78,52.05,16.34,412.24,503.06,331.13,599.1,NO,4955.59
region_617,1145.73,963.32,551.77,536.67,114.15,60.75,55.46,34.66,245.54,477.74,677.11,973.08,YES,5835.98
region_618,1141.5,1123.72,718.08,374.72,218.46,78.25,29.64,7.4,399.08,308.92,449.84,654.99,YES,5504.6
region_619,1150.26,1077.94,539.51,406.13,99.25,76.9,58.73,22.71,467.95,448.38,347.88,712.87,YES,5408.51
region_620,785.66,1060.72,663.47,451.4,99.23,52.61,18.39,9.33,207.1,378.57,748.32,874.78,YES,5349.58
region_621,1067.34,787.32,607.61,466.65,203.94,26.18,22.74,17.76,159.52,617.4,389.9,521.82,NO,4888.179999999999
region_622,1148.36,1059.18,504.73,440.23,134.49,27.66,18.29,15.9,359.63,569.49,503.56,697.56,YES,5479.08
region_623,1168.04,1083.07,518.44,437.17,70.5,59.34,33.03,10.18,467.22,285.33,541.1,635.04,YES,5308.46
region_624,1085.87,959.03,517.7,449.1,81.93,41.79,38.12,3.52,266.82,281.58,409.79,572.06,YES,4707.3099999999995
region_625,670.09,735.34,500.14,400.37,118.76,78.66,45.32,12.96,239.81,639.95,378.68,931.8,NO,4751.88
region_626,900.95,1144.82,502.81,411.62,160.48,48.02,53.37,28.46,296.43,546.24,485.99,695.95,YES,5275.139999999999
region_627,774.3,891.3,455.86,523.14,146.17,47.4,2.52,19.72,429.15,207.42,277.35,856.16,NO,4630.49
region_628,1054.53,983.06,632.6,437.24,112.28,38.46,55.45,16.79,485.02,527.77,352.97,914.71,YES,5610.880000000001
region_629,954.59,877.81,487.88,557.43,99.92,54.8,52.85,15.48,324.48,182.55,728.87,670.57,NO,5007.2300000000005
region_630,649.32,969.96,744.52,584.45,112.67,23.2,3.4,28.54,319.36,252.84,272.02,896.24,YES,4856.52
region_631,929.25,954.36,478.98,594.94,100.1,25.01,41.82,1.08,480.59,405.54,440.39,763.49,NO,5215.55
region_632,1000.69,1130.5,498.76,433.1,105.34,25.27,27.75,15.44,414.36,336.26,492.24,744.14,YES,5223.85
region_633,879.55,880.78,614.48,335.71,94.04,25.23,14.85,8.12,472.78,623.68,310.5,872.66,YES,5132.379999999999
region_634,803.25,963.43,509.87,560.55,161.16,43.48,21.7,25.86,281.39,238.03,356.08,750.03,NO,4714.829999999999
region_635,658.66,939.17,542.53,344.83,204.89,43.89,6.85,2.17,447.8,300.1,413.16,870.5,NO,4774.549999999999
region_636,690.1,966.88,451.06,380.82,192.76,52.22,26.58,11.29,227.35,519.26,664.43,947.25,NO,5130.0
region_637,1021.15,993.43,618.13,493.15,155.8,35.91,4.43,6.15,387.29,344.38,474.76,727.38,YES,5261.96
region_638,715.75,1193.01,544.71,361.57,105.42,71.82,23.15,5.74,344.59,333.53,686.84,847.42,YES,5233.550000000001
region_639,794.34,1058.24,660.53,511.77,131.14,27.06,18.53,0.55,271.8,585.21,580.26,614.83,YES,5254.26
region_640,941.26,847.61,556.56,470.72,231.6,28.49,24.08,1.05,343.33,511.57,597.7,699.41,NO,5253.379999999999
region_641,856.42,829.06,668.77,597.22,187.63,68.24,23.34,30.89,453.89,228.91,502.99,658.76,NO,5106.12
region_642,863.0,1014.75,517.12,583.01,121.27,49.25,27.43,9.54,241.1,274.03,735.66,799.9,YES,5236.0599999999995
region_643,1030.15,856.39,704.42,423.47,124.7,68.7,31.02,11.26,286.94,271.29,405.5,524.38,NO,4738.22
region_644,902.83,810.74,650.48,525.6,183.11,38.2,46.66,33.23,191.85,677.82,742.74,791.7,NO,5594.96
region_645,827.01,800.92,729.37,389.67,220.54,71.73,28.72,12.47,298.81,258.79,391.3,506.16,NO,4535.49
region_646,628.09,1125.04,596.03,442.39,180.15,56.64,56.14,31.94,329.6,565.19,536.3,690.1,NO,5237.61
region_647,1133.17,706.36,452.84,545.61,177.29,34.93,16.75,11.7,430.09,626.85,401.05,577.57,NO,5114.21
region_648,889.46,784.28,663.06,491.43,234.8,62.64,25.31,21.36,226.91,293.54,459.84,955.12,NO,5107.75
region_649,903.01,1091.97,601.55,385.02,109.29,55.74,23.49,19.09,185.53,182.12,509.12,824.46,YES,4890.389999999999
region_650,726.42,800.22,693.08,501.35,135.22,47.0,38.0,24.07,177.82,279.1,479.36,513.55,NO,4415.19
region_651,903.77,883.56,572.15,400.41,109.39,62.48,38.81,5.43,256.41,615.05,427.33,631.22,NO,4906.009999999999
region_652,863.35,912.53,730.61,467.98,148.44,58.07,33.82,16.37,488.08,335.04,788.07,739.81,NO,5582.17
region_653,1170.73,830.36,492.26,592.74,125.55,21.58,16.96,32.02,224.98,382.33,440.85,713.19,YES,5043.550000000001
region_654,806.68,1099.66,503.64,340.62,112.89,24.52,51.14,17.44,381.48,295.07,259.59,960.42,YES,4853.15
region_655,687.76,1022.97,738.3,546.61,76.53,44.01,18.29,7.48,490.42,266.07,739.66,845.3,YES,5483.400000000001
region_656,628.51,847.36,613.29,510.77,198.51,47.09,2.83,7.62,123.79,267.62,752.15,666.5,NO,4666.039999999999
region_657,1142.39,740.03,476.1,504.32,231.18,61.78,41.69,30.75,122.84,401.94,314.96,842.16,YES,4910.14
region_658,766.91,763.25,519.75,386.14,212.21,32.01,8.61,4.96,254.29,331.57,257.03,956.27,NO,4493.0
region_659,723.85,1072.86,668.48,361.01,216.97,75.78,53.03,15.69,263.16,416.42,568.0,521.16,NO,4956.41
region_660,1197.95,980.97,589.19,461.71,167.84,66.7,33.2,19.79,334.66,201.47,788.1,516.23,YES,5357.8099999999995
region_661,1189.87,1024.7,526.86,515.24,108.48,28.76,2.31,20.43,229.25,211.02,412.49,876.76,YES,5146.17
region_662,696.45,778.25,470.82,477.35,152.43,76.85,57.74,26.79,410.37,644.68,318.98,908.39,NO,5019.099999999999
region_663,1092.79,1082.89,626.46,584.23,83.17,60.29,12.31,14.12,337.01,322.48,252.54,804.63,YES,5272.92
region_664,997.66,1174.26,680.07,545.28,239.95,49.61,54.18,25.16,395.86,509.66,345.69,669.57,YES,5686.949999999999
region_665,734.16,715.09,682.27,548.85,217.36,77.98,34.67,28.07,486.19,255.75,657.86,596.97,NO,5035.22
region_666,815.73,1165.6,515.9,459.02,78.11,78.94,38.71,34.37,307.13,309.32,528.24,782.34,YES,5113.410000000001
region_667,1168.04,1112.81,663.72,519.5,167.12,32.79,4.78,18.58,494.94,678.71,578.16,874.69,YES,6313.84
region_668,1088.16,748.42,558.09,416.02,136.26,42.98,1.87,13.15,339.44,641.73,429.2,901.77,YES,5317.09
region_669,1129.91,769.46,471.3,473.13,108.4,22.81,39.7,3.6,468.14,171.24,512.03,770.71,YES,4940.429999999999
region_670,762.09,709.89,593.48,375.82,139.47,54.0,18.28,17.91,331.13,515.01,717.3,906.59,NO,5140.97
region_671,1105.18,946.34,468.99,416.71,87.6,44.6,46.8,20.32,188.27,471.95,290.1,950.75,YES,5037.610000000001
region_672,1044.34,901.29,706.23,348.71,215.94,41.81,33.95,24.96,412.13,188.83,615.66,793.2,YES,5327.049999999999
region_673,1087.19,1110.59,518.49,335.96,111.39,64.31,19.9,19.58,291.57,202.51,596.07,911.24,YES,5268.799999999999
region_674,1069.04,1112.59,542.33,319.59,142.95,23.26,36.68,30.74,292.03,648.08,262.04,908.97,YES,5388.3
region_675,625.7,1133.62,609.37,566.51,85.62,54.88,23.67,18.17,178.42,424.1,434.16,719.08,YES,4873.3
region_676,766.95,993.64,546.39,332.14,165.62,40.66,29.88,10.43,261.99,148.88,536.37,731.65,NO,4564.599999999999
region_677,619.6,798.16,678.18,326.07,100.37,39.34,43.85,14.38,471.71,410.3,322.9,787.27,NO,4612.130000000001
region_678,1015.49,1091.47,491.78,354.69,219.83,21.23,48.97,17.48,179.75,275.21,467.48,828.05,YES,5011.429999999999
region_679,868.06,851.56,644.78,371.26,173.7,63.15,46.9,18.74,124.34,692.8,385.05,616.08,NO,4856.42
region_680,801.51,914.63,737.59,381.14,182.02,25.31,2.07,33.0,441.64,367.38,408.47,631.5,NO,4926.26
region_681,740.03,878.99,638.93,572.83,216.33,61.02,7.02,21.83,130.61,242.22,475.2,904.01,NO,4889.0199999999995
region_682,753.86,1193.81,733.32,513.14,126.11,71.54,11.06,30.72,382.06,493.22,625.32,872.86,YES,5807.0199999999995
region_683,638.07,1116.96,660.47,403.77,135.52,49.62,42.21,25.67,334.16,617.38,627.97,939.91,YES,5591.71
region_684,1054.61,1058.03,739.14,349.92,198.95,47.31,58.85,14.46,495.89,419.07,259.63,816.98,YES,5512.84
region_685,602.29,850.09,463.82,443.58,200.42,44.94,48.41,3.8,154.53,352.22,277.21,885.97,NO,4327.280000000001
region_686,1068.61,748.66,598.85,425.12,237.47,46.04,50.28,7.64,365.51,225.48,560.69,870.26,YES,5204.61
region_687,643.69,713.96,630.99,388.82,221.78,50.3,4.21,25.25,395.77,629.35,365.55,898.07,NO,4967.740000000001
region_688,1179.93,880.64,614.06,316.06,169.31,43.92,53.4,1.87,364.66,216.53,345.43,634.72,YES,4820.530000000001
region_689,645.96,1137.7,532.29,403.62,144.58,61.59,33.33,19.28,218.94,587.87,242.15,607.41,NO,4634.72
region_690,1095.29,1094.36,542.79,578.94,232.38,22.07,54.9,11.7,362.7,203.03,237.4,957.03,YES,5392.589999999999
region_691,613.12,951.81,525.17,525.05,187.59,54.91,56.84,2.39,197.49,559.45,497.98,645.25,NO,4817.049999999999
region_692,855.23,967.54,615.1,456.31,219.75,42.59,56.12,17.55,158.9,217.32,447.84,609.12,NO,4663.370000000001
region_693,613.72,970.94,473.34,535.27,218.8,47.33,26.9,26.74,294.79,478.62,335.73,994.66,NO,5016.84
region_694,1000.67,973.39,460.15,386.97,127.48,60.8,12.4,32.1,125.32,361.53,440.12,979.05,YES,4959.9800000000005
region_695,1011.67,844.43,560.71,321.15,93.45,53.73,39.6,6.28,441.94,439.2,773.98,671.66,YES,5257.799999999999
region_696,871.44,1141.73,470.49,532.6,239.74,43.0,5.3,1.08,201.14,489.82,737.03,640.58,YES,5373.95
region_697,1179.83,796.6,732.59,474.45,89.54,51.6,9.81,33.42,330.35,267.6,434.06,938.38,YES,5338.23
region_698,1020.24,1164.84,743.6,507.67,183.55,49.99,3.18,0.34,436.73,428.74,601.89,833.2,YES,5973.969999999999
region_699,1132.26,1197.23,507.22,559.28,228.15,75.63,10.27,26.59,500.0,174.91,763.26,606.89,YES,5781.6900000000005
region_700,785.39,1149.79,719.05,595.04,132.55,59.7,51.13,27.71,278.37,523.88,299.41,656.25,YES,5278.2699999999995
region_701,732.95,828.24,579.15,526.88,163.92,43.93,43.4,25.26,184.53,329.66,774.69,547.03,NO,4779.64
region_702,978.26,1073.88,497.66,463.97,107.9,52.99,16.92,22.01,198.43,518.18,396.23,782.39,YES,5108.820000000001
region_703,639.32,1187.97,638.84,414.15,86.22,38.41,24.32,27.27,166.25,517.83,708.19,576.02,YES,5024.790000000001
region_704,1199.48,889.48,730.85,402.27,184.62,53.66,36.77,33.47,405.57,318.71,329.83,605.78,YES,5190.489999999999
region_705,1099.48,988.93,489.1,448.34,166.66,79.43,15.91,18.64,159.67,242.25,711.6,994.3,YES,5414.3099999999995
region_706,1195.26,1137.32,725.5,433.48,98.85,48.99,13.61,4.36,123.04,247.17,748.36,701.73,YES,5477.67
region_707,754.33,1092.85,739.85,530.47,219.74,26.43,33.64,17.46,339.21,429.04,511.05,888.1,YES,5582.17
region_708,724.22,734.36,603.3,402.46,112.91,38.11,12.37,33.63,187.28,622.8,410.23,730.82,NO,4612.490000000001
region_709,639.41,830.09,718.76,332.29,75.13,31.94,17.7,9.87,406.99,578.62,571.63,739.11,NO,4951.54
region_710,968.05,824.29,650.07,508.22,167.94,54.45,51.47,34.5,314.68,448.57,304.45,732.22,NO,5058.91
region_711,1094.52,1102.24,685.21,350.44,188.49,68.32,52.8,29.98,358.58,172.73,388.62,702.64,YES,5194.570000000001
region_712,1158.59,924.1,671.23,408.6,115.87,21.17,14.99,12.94,285.14,516.07,234.37,840.14,YES,5203.21
region_713,722.15,993.11,618.09,519.53,71.06,65.23,8.22,17.93,286.99,142.35,276.84,935.94,YES,4657.44
region_714,831.07,919.75,652.15,391.54,221.99,60.68,6.66,9.6,473.15,225.44,580.58,896.85,NO,5269.46
region_715,649.85,849.29,641.5,447.68,226.56,29.93,43.95,11.91,196.75,465.07,661.34,931.2,NO,5155.029999999999
region_716,1160.34,765.71,556.03,588.34,121.69,33.12,32.91,16.64,275.22,635.53,697.54,922.17,YES,5805.24
region_717,611.23,921.38,628.7,487.81,124.67,29.46,9.34,24.72,285.91,651.5,604.74,825.11,NO,5204.57
region_718,804.11,863.9,474.85,375.49,176.17,36.48,7.68,1.8,483.37,454.53,779.9,523.73,NO,4982.01
region_719,613.19,1152.0,689.05,331.96,221.53,71.98,20.8,28.01,166.66,537.04,755.2,700.71,YES,5288.13
region_720,685.66,946.54,600.78,481.17,156.02,64.92,20.86,9.35,355.77,190.54,761.18,735.13,NO,5007.92
region_721,1017.55,1190.07,651.57,424.38,170.4,63.3,6.89,33.22,450.27,585.48,439.04,676.23,YES,5708.4
region_722,669.97,1113.06,533.98,449.83,167.87,38.1,36.39,33.1,181.7,632.15,328.4,972.34,YES,5156.889999999999
region_723,763.33,703.16,619.31,463.23,204.79,33.94,9.75,9.08,301.44,565.57,274.15,778.06,NO,4725.81
region_724,836.99,913.97,582.02,320.62,192.14,75.8,50.46,28.2,437.36,375.13,255.52,958.95,NO,5027.16
region_725,729.43,749.1,579.11,527.95,198.11,34.75,27.77,34.41,351.18,139.59,542.2,644.84,NO,4558.4400000000005
region_726,709.09,1120.07,456.77,566.92,81.87,43.62,1.4,23.8,269.7,501.84,290.95,798.35,YES,4864.38
region_727,1037.77,1152.05,459.28,414.97,134.56,44.04,20.76,9.35,158.54,496.43,571.31,597.4,YES,5096.459999999999
region_728,648.23,950.94,736.31,506.37,214.99,33.32,47.7,22.55,163.16,615.19,560.41,766.4,NO,5265.57
region_729,1035.55,746.26,606.72,418.77,140.01,52.82,19.58,18.81,387.73,491.67,343.86,603.28,NO,4865.0599999999995
region_730,918.47,1019.31,550.32,472.59,236.88,39.41,10.08,23.2,226.09,541.05,559.97,612.87,NO,5210.24
region_731,1017.41,1168.16,635.25,357.72,91.23,27.84,49.87,22.17,152.93,366.61,287.83,673.35,YES,4850.370000000001
region_732,705.96,1057.26,494.3,537.91,174.37,56.33,38.14,32.88,328.93,427.26,408.24,670.77,NO,4932.3499999999985
region_733,896.66,1026.88,454.23,581.47,236.22,73.69,19.89,5.73,325.43,373.64,741.77,769.94,YES,5505.549999999999
region_734,757.41,1045.44,504.11,416.5,104.95,51.87,14.87,27.68,274.21,480.6,366.86,828.52,NO,4873.0199999999995
region_735,852.74,792.87,577.97,528.21,75.0,39.78,11.01,8.05,214.26,449.21,714.79,693.88,NO,4957.77
region_736,1188.26,852.91,737.62,569.2,132.42,36.77,47.96,30.17,272.18,425.17,272.4,986.43,YES,5551.49
region_737,892.05,1037.74,642.49,321.91,188.7,56.27,32.37,18.16,307.45,171.97,673.51,767.46,YES,5110.079999999999
region_738,1071.61,1101.49,451.32,407.77,230.14,57.83,1.46,4.64,477.24,649.48,721.09,880.69,YES,6054.76
region_739,700.1,970.15,517.9,535.0,164.72,29.08,32.15,14.04,255.16,345.1,673.63,644.58,NO,4881.61
region_740,951.78,797.88,477.63,569.18,225.2,67.46,15.57,6.29,292.69,594.8,702.04,604.52,NO,5305.039999999999
region_741,823.72,827.79,642.1,443.73,159.47,37.48,5.53,6.59,474.0,210.24,786.54,525.91,NO,4943.1
region_742,1169.47,790.85,695.59,320.25,211.45,61.94,25.05,8.84,417.7,297.62,665.79,954.63,YES,5619.18
region_743,789.51,1170.71,707.68,368.35,229.0,51.73,1.44,5.67,346.69,564.37,707.15,937.24,YES,5879.54
region_744,804.42,757.4,516.64,596.53,104.68,21.91,45.33,10.41,309.11,223.64,573.71,686.38,NO,4650.159999999999
region_745,1148.26,1012.57,742.32,434.8,162.99,48.29,19.55,8.07,460.12,648.69,450.81,669.23,YES,5805.700000000001
region_746,1087.23,854.95,559.77,322.88,187.95,24.83,55.25,3.73,382.08,550.02,445.82,928.2,YES,5402.709999999999
region_747,883.7,886.31,686.77,488.45,71.69,72.21,59.16,20.08,327.89,136.92,259.56,518.32,NO,4411.0599999999995
region_748,855.77,885.56,486.6,511.98,191.28,29.78,37.29,21.11,282.02,350.63,767.22,921.02,YES,5340.26
region_749,788.75,989.9,677.87,506.08,102.8,42.19,17.86,30.9,224.41,590.63,457.75,572.81,NO,5001.950000000001
region_750,945.93,1162.68,664.18,584.52,210.97,39.13,55.35,7.07,138.57,570.19,795.19,796.37,YES,5970.150000000001
region_751,603.11,906.63,497.74,467.21,200.61,23.14,57.51,14.81,493.65,691.99,707.59,712.61,NO,5376.6
region_752,1185.6,1148.0,722.93,500.46,99.4,27.52,43.87,32.91,196.85,462.22,644.32,533.19,YES,5597.269999999999
region_753,997.95,784.15,532.35,533.35,151.26,22.58,28.18,23.87,304.21,471.53,631.46,572.7,NO,5053.589999999999
region_754,712.17,712.63,591.37,576.08,129.16,75.86,17.7,15.99,361.94,589.49,430.02,732.71,NO,4945.12
region_755,948.48,884.88,675.27,574.15,160.11,50.97,10.04,31.92,125.02,257.35,631.17,785.61,YES,5134.969999999999
region_756,1125.66,836.18,679.36,560.61,131.06,26.4,14.88,17.9,480.12,557.87,282.54,540.06,YES,5252.640000000001
region_757,1185.71,777.76,631.91,490.85,227.24,60.86,52.29,32.33,154.22,617.08,364.85,699.21,YES,5294.31
region_758,884.47,998.67,498.14,410.09,105.22,33.65,37.18,21.0,209.99,691.6,364.3,859.7,YES,5114.009999999999
region_759,684.61,1040.56,635.92,406.23,173.25,44.0,6.43,9.2,451.75,524.87,293.16,763.42,NO,5033.4
region_760,848.95,870.76,676.19,506.69,220.28,72.26,21.53,15.61,263.49,169.29,375.13,653.82,NO,4694.000000000001
region_761,648.53,940.16,669.2,338.4,106.5,46.51,40.05,19.86,304.33,436.21,721.5,954.71,YES,5225.960000000001
region_762,1142.77,772.83,657.63,331.5,166.38,66.39,59.05,28.75,253.68,271.43,394.29,837.46,YES,4982.16
region_763,604.55,944.14,688.52,396.51,212.09,23.41,50.45,15.73,488.56,468.86,537.13,530.44,NO,4960.389999999999
region_764,681.01,957.54,674.34,507.48,138.24,36.71,11.1,34.07,374.45,375.97,770.36,924.49,YES,5485.759999999999
region_765,1158.62,788.93,453.13,345.97,74.21,77.34,45.71,5.85,460.64,579.66,413.19,956.74,YES,5359.989999999999
region_766,764.68,1065.89,604.34,492.16,72.0,34.61,54.15,9.26,304.42,590.19,727.17,895.13,YES,5614.000000000001
region_767,845.04,1158.83,591.26,534.55,145.35,25.95,58.9,2.64,391.26,278.46,715.99,572.7,YES,5320.929999999999
region_768,851.8,790.63,625.54,396.62,152.84,46.23,3.43,21.56,205.66,152.45,535.79,673.64,NO,4456.19
region_769,844.54,1078.19,466.56,582.92,104.69,27.17,46.56,23.41,325.5,595.3,639.85,723.54,YES,5458.2300000000005
region_770,836.39,790.74,458.34,479.23,154.18,65.3,50.79,21.09,417.65,548.48,564.94,650.38,NO,5037.510000000001
region_771,940.33,710.91,675.41,488.36,82.24,48.74,33.89,29.08,174.45,431.1,632.2,593.21,NO,4839.919999999999
region_772,831.01,1051.82,616.38,474.73,117.61,20.22,6.5,28.6,388.58,223.63,430.37,826.8,YES,5016.25
region_773,878.34,923.48,693.81,572.32,118.58,24.19,6.9,18.73,473.59,301.38,361.53,636.1,NO,5008.950000000001
region_774,1145.87,1005.96,542.95,498.38,135.01,38.06,35.91,11.52,442.89,132.41,446.34,747.06,YES,5182.359999999999
region_775,1186.6,1198.79,726.22,363.53,79.42,52.63,25.09,22.55,211.84,665.35,440.39,572.87,YES,5545.280000000001
region_776,929.68,838.13,553.04,527.19,124.85,23.9,59.64,3.18,284.52,499.22,776.99,879.31,YES,5499.65
region_777,1197.43,809.97,457.25,571.22,94.74,68.08,39.92,22.62,230.13,216.58,754.92,904.03,YES,5366.889999999999
region_778,950.53,1058.83,661.87,536.99,123.7,59.33,24.78,20.11,384.65,384.24,283.46,864.36,YES,5352.85
region_779,721.17,729.43,496.11,498.27,221.29,59.53,43.46,33.58,310.16,296.04,541.95,882.27,NO,4833.26
region_780,759.44,834.78,631.55,497.3,206.27,23.23,47.85,31.38,411.66,141.75,693.58,670.97,NO,4949.76
region_781,1004.28,887.61,504.31,410.87,109.4,77.66,47.82,5.2,440.98,203.58,535.24,928.5,YES,5155.45
region_782,900.2,1152.63,651.35,598.01,237.51,58.78,54.56,6.95,260.88,183.93,653.1,864.49,YES,5622.39
region_783,1011.26,1141.68,733.22,572.93,170.59,32.93,20.44,25.17,271.2,332.18,661.77,996.95,YES,5970.319999999999
region_784,792.48,974.72,703.23,552.22,237.51,47.97,27.13,26.83,290.55,510.71,741.01,920.11,YES,5824.47
region_785,899.19,1149.65,710.11,459.26,75.99,48.64,3.16,13.98,194.63,322.44,540.46,606.1,YES,5023.610000000001
region_786,1072.74,1009.03,552.39,516.98,73.43,43.37,10.75,10.59,467.85,503.87,589.65,556.13,YES,5406.78
region_787,698.38,972.95,590.13,404.07,143.98,48.98,46.04,25.23,191.16,416.95,496.66,678.27,NO,4712.799999999999
region_788,1175.77,881.35,725.84,459.01,228.78,24.18,43.83,27.98,154.63,604.33,419.27,774.08,YES,5519.050000000001
region_789,1109.86,720.14,612.72,545.16,197.38,75.28,38.46,3.83,455.33,579.68,649.07,794.58,NO,5781.49
region_790,868.06,1008.87,585.38,493.08,202.76,78.68,34.95,3.39,180.67,149.15,473.18,737.67,YES,4815.839999999999
region_791,972.27,913.94,650.37,484.95,166.89,31.6,59.06,16.84,174.25,591.99,582.95,609.5,NO,5254.61
region_792,704.9,778.84,657.81,372.78,74.44,72.33,36.51,21.22,471.02,393.31,500.05,727.47,NO,4810.68
region_793,832.88,924.49,727.23,412.73,113.95,50.97,23.14,33.46,487.81,131.94,582.3,838.81,YES,5159.709999999999
region_794,1175.98,792.68,712.68,544.15,213.47,31.9,42.74,5.28,428.65,515.69,349.01,675.35,YES,5487.58
region_795,1101.3,712.56,634.29,379.23,121.52,57.13,38.46,16.18,126.09,693.81,648.7,919.36,YES,5448.629999999999
region_796,1096.79,846.94,556.55,496.47,133.55,61.73,57.94,12.49,440.66,229.21,331.22,772.99,YES,5036.54
region_797,636.61,1097.47,553.77,442.54,238.61,32.86,28.68,12.62,148.55,535.31,458.45,541.19,NO,4726.66
region_798,1148.03,955.1,747.72,334.77,161.51,50.72,27.64,19.16,257.58,668.43,479.16,903.4,YES,5753.219999999999
region_799,909.67,875.79,455.11,592.62,148.68,69.94,11.48,19.8,476.7,341.0,718.44,757.01,NO,5376.24
region_800,695.4,748.81,570.73,464.7,153.76,34.93,14.17,10.91,208.03,595.78,781.31,945.74,NO,5224.269999999999
region_801,1089.42,835.11,544.58,460.16,185.09,50.81,45.83,30.15,145.83,398.26,751.15,639.72,YES,5176.11
region_802,1102.73,1007.44,458.91,483.88,132.16,52.91,57.08,4.78,339.46,440.7,654.18,959.96,YES,5694.19
region_803,993.3,728.4,484.91,554.8,95.64,59.13,20.39,8.39,361.73,328.96,395.27,590.98,NO,4621.9
region_804,1105.67,974.72,558.98,414.88,90.27,53.82,20.66,24.17,477.01,659.6,783.65,649.04,YES,5812.47
region_805,808.63,1108.13,458.94,382.56,111.92,47.62,22.29,29.51,400.52,678.22,402.34,533.43,NO,4984.110000000001
region_806,997.09,880.9,562.42,497.13,230.88,57.04,33.86,22.99,284.35,377.32,377.3,533.74,NO,4855.0199999999995
region_807,661.12,1144.79,569.11,388.62,169.07,43.35,12.35,16.12,329.88,692.32,349.24,782.51,YES,5158.4800000000005
region_808,951.58,914.35,727.96,330.85,228.52,58.33,11.27,13.79,406.7,439.42,271.11,696.34,NO,5050.22
region_809,973.69,1022.82,633.05,511.07,100.73,40.66,16.45,3.06,258.38,163.51,679.77,507.24,YES,4910.43
region_810,1004.36,933.81,522.7,323.7,106.28,78.18,24.79,2.51,430.02,311.77,660.0,623.28,YES,5021.4
region_811,998.52,750.12,653.02,406.64,192.91,62.69,59.49,8.81,163.46,692.02,670.57,601.68,NO,5259.929999999999
region_812,808.61,1100.61,678.94,477.33,192.8,65.39,16.49,18.06,153.33,635.28,681.64,699.81,YES,5528.289999999999
region_813,1173.87,894.73,635.24,338.28,210.33,25.23,43.6,7.39,288.17,287.45,337.45,521.84,YES,4763.58
region_814,687.84,1054.26,721.45,536.17,202.88,29.12,48.51,30.29,195.44,557.96,542.73,552.84,NO,5159.490000000001
region_815,795.03,1140.62,466.48,507.41,144.96,32.66,54.74,14.76,478.07,277.57,596.77,582.85,NO,5091.92
region_816,689.33,732.06,466.04,366.34,107.41,64.92,11.02,18.72,475.16,566.69,765.18,940.36,NO,5203.23
region_817,820.52,1137.12,568.55,505.95,218.79,55.43,35.88,21.25,221.28,227.79,795.16,612.3,YES,5220.0199999999995
region_818,684.17,852.19,715.58,428.92,124.05,22.63,4.95,28.49,375.2,321.21,284.89,837.28,NO,4679.5599999999995
region_819,740.95,758.38,695.31,359.89,202.89,75.34,17.02,2.41,121.48,558.49,685.47,637.48,NO,4855.110000000001
region_820,1049.46,794.72,712.98,463.51,159.85,53.01,31.13,22.22,408.95,685.02,709.31,904.72,YES,5994.88
region_821,1030.35,923.78,654.61,485.1,97.74,40.02,56.47,10.52,358.94,180.11,380.76,875.24,YES,5093.639999999999
region_822,946.95,1028.41,504.04,350.69,180.81,27.23,29.17,21.8,411.66,224.9,749.05,683.77,YES,5158.48
region_823,1016.47,1071.72,548.6,533.97,185.49,23.26,50.72,18.93,266.85,617.22,469.9,946.79,YES,5749.919999999999
region_824,1055.31,1147.53,569.81,471.87,138.95,78.86,33.77,10.65,182.89,443.8,585.12,996.25,YES,5714.8099999999995
region_825,886.04,915.1,583.08,463.4,150.45,24.78,46.58,14.95,129.12,309.75,631.18,529.58,NO,4684.009999999999
region_826,874.67,1001.69,568.5,449.41,190.85,58.35,34.64,4.39,455.09,565.18,450.03,962.02,YES,5614.82
region_827,1105.88,995.85,550.27,571.66,167.46,73.96,45.54,15.54,487.35,552.54,319.13,962.13,YES,5847.3099999999995
region_828,603.86,859.67,652.1,503.59,85.1,21.23,23.07,18.45,475.64,673.9,794.0,767.53,NO,5478.14
region_829,1081.62,1173.79,526.5,538.63,198.81,30.51,14.43,12.68,490.01,274.17,527.25,671.33,YES,5539.73
region_830,930.96,1027.28,678.3,372.68,142.74,48.2,6.88,23.54,174.8,685.89,754.68,961.57,YES,5807.5199999999995
region_831,1113.14,1014.72,727.44,443.48,109.8,65.51,55.31,26.92,323.36,227.97,698.45,756.97,YES,5563.070000000001
region_832,689.24,1064.68,739.73,445.33,100.52,51.09,20.86,11.84,271.91,550.22,403.47,511.29,NO,4860.18
region_833,661.94,1197.62,681.34,585.33,105.16,74.99,35.2,33.18,331.12,387.03,771.55,754.59,YES,5619.049999999999
region_834,705.06,971.84,493.19,400.32,212.91,54.74,34.69,34.93,192.75,310.42,284.18,871.96,NO,4566.99
region_835,606.73,754.96,520.49,355.41,127.69,65.19,19.35,0.34,354.34,316.65,446.87,981.75,NO,4549.77
region_836,1026.84,1069.09,574.41,343.48,192.36,21.77,45.77,25.13,156.5,154.79,512.74,587.52,YES,4710.4
